Name,Description,Address,Working hours,Rating,Amount of reviews,Latitude,Longitude,2GIS URL,Additional information
Лагманхана,Лагманхана,"улица Байзакова, 60/2",Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00,4.4,9,43.261387,76.911437,https://2gis.com/firm/9429940001182018,"Кофе с собой ​Чай с собой ​Наличный расчёт ​Перевод с карты ​Оплата по QR-коду ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Байзакова, 60/2 ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Tradition,кофейня,"проспект Назарбаева, 248",Пн: 07:30-19:00; Вт: 07:30-19:00; Ср: 07:30-19:00; Чт: 07:30-19:00; Пт: 07:30-19:00,5.0,7,43.224137,76.953463,https://2gis.com/firm/70000001063837300,"Бизнес-ланч ​Завтрак ​Заказ навынос ​Можно с ноутбуком ​Можно с собакой ​Средний чек 1500 тнг. ​Бизнес-ланч от 1390 тнг. ​До 4 мест ​Блины ​Салаты ​Сэндвичи ​Бутерброды ​Кофе с собой ​Чай с собой ​Какао ​Лимонад ​Оплата картой ​Наличный расчёт ​Перевод с карты ​Оплата по QR-коду ​8 мест ​Бесплатная ​Это моя компания ​Реклама в 2ГИС ↗ ​Проспект Назарбаева, 248 ​1 этаж ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Chicken №1,киоск быстрого питания,"улица Варламова, 60",Пн: 09:00-03:00; Вт: 09:00-03:00; Ср: 09:00-03:00; Чт: 09:00-03:00; Пт: 09:00-03:00; Сб: 09:00-03:00; Вс: 09:00-03:00,3.0,2,43.241146,76.871862,https://2gis.com/firm/70000001074196645,"Наличный расчёт ​Оплата через банк ​Перевод с карты ​Оплата по QR-коду ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Варламова, 60 ​3 филиала ​Это моя компания ​Реклама в 2ГИС ↗"
Istanbul,кафе быстрого питания,"улица Толе би, 281а",Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,2.1,61,43.246393,76.857382,https://2gis.com/firm/70000001034231176,"Турецкая кухня ​Средний чек 1200 тнг. ​До 60 мест ​Рис wok ​Манты ​Самса ​Лагман ​Беляши ​Салаты ​Супы ​Куриные крылышки ​Плов ​Оплата картой ​Наличный расчёт ​Перевод с карты ​Оплата по QR-коду ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Толе би, 281а ​1 этаж ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Sushi bar,кафе быстрого питания,"проспект Сейфуллина, 483",Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,2.0,175,43.263807,76.929475,https://2gis.com/firm/70000001043779181,"Суши ​Пицца ​Лапша wok ​Оплата картой ​Наличный расчёт ​Оплата по QR-коду ​Широкий лифт ​Доступный вход для людей с инвалидностью ​150 мест ​Платная ​40 мест ​Платная ​42 места ​Платная ​10 мест ​Бесплатная ​Это моя компания ​Реклама в 2ГИС ↗ ​ТРК MEGA Park ​Проспект Сейфуллина, 483 ​3 этаж ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Mr.Burger & Pizza,фастфуд-кафе,"8-й микрорайон, 37/1",Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,2.9,202,43.227058,76.863381,https://2gis.com/firm/70000001024447884,"Пицца ​Бургеры ​Хот-доги ​Картофель-фри ​Наггетсы ​Оплата картой ​Наличный расчёт ​Оплата по QR-коду ​Широкий лифт ​Доступный вход для людей с инвалидностью ​Быстрое питание ​Доставка готовых блюд ​25 мест ​Платная ​20 мест ​Бесплатная ​20 мест ​Бесплатная ​Это моя компания ​Реклама в 2ГИС ↗ ​ТРЦ MOSKVA Metropolitan ​8-й микрорайон, 37/1 ​2 этаж ​7 филиалов ​Это моя компания ​Реклама в 2ГИС ↗"
Атлас,лагманхана,"улица Жайдарман, 1",Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,4.3,32,43.226028,76.832501,https://2gis.com/firm/9429940000982475,"Халяльная кухня ​Поминальные обеды ​Средний чек 1300 тнг. ​Наличный расчёт ​Перевод с карты ​Оплата по QR-коду ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Жайдарман, 1 ​1 этаж ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Айбар,кафе,"улица Байтерекова, 57/1",Пн: 09:30-23:00; Вт: 03:30-23:00; Ср: 03:30-23:00; Чт: 03:30-23:00; Пт: 03:30-23:00; Сб: 03:30-23:00; Вс: 03:30-23:00,2.6,20,43.262405,76.820155,https://2gis.com/firm/70000001056723609,"Заказ навынос ​Средний чек 1500 тнг. ​До 40 мест ​Шаурма ​Пицца ​Пельмени ​Манты ​Самса ​Картофель-фри ​Лагман ​Салаты ​Вареники ​Плов ​Кофе с собой ​Чай с собой ​Наличный расчёт ​Перевод с карты ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Байтерекова, 57/1 ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Молдир,кымызхана,"улица Шугыла, 53",Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,4.9,47,43.270917,76.830532,https://2gis.com/firm/9429940001689198,"Казахская кухня ​Поминальные обеды ​Проведение банкетов ​Средний чек 2500 тнг. ​До 350 мест ​Манты ​Куриные крылышки ​Наличный расчёт ​Перевод с карты ​Розница ​Опт ​Молочные продукты ​Кафе ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Шугыла, 53 ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Tofu House,кафе корейской кухни,"проспект Суюнбая, 185ж/1",Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,4.9,42,43.304473,76.953392,https://2gis.com/firm/70000001068195721,"Корейская кухня ​Бизнес-ланч ​Заказ столиков ​Летняя терраса ​Кабинки ​Проведение банкетов ​Можно с ноутбуком ​Средний чек 4000 тнг. ​Бизнес-ланч от 2500 тнг. ​Ланч 12:00-14:00 ​До 30 мест ​Кофе с собой ​Чай с собой ​Wi-Fi ​Туалет ​Наличный расчёт ​Перевод с карты ​Это моя компания ​Реклама в 2ГИС ↗ ​Проспект Суюнбая, 185ж/1 ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Oyan Coffee Shop,кофейня,"проспект Назарбаева, 248",Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,5.0,10,43.223919,76.953606,https://2gis.com/firm/70000001043443165,"Бизнес-ланч ​Можно с ноутбуком ​Средний чек 1600 тнг. ​Бизнес-ланч от 1300 тнг. ​Ланч 08:00-14:00 ​До 6 мест ​Оплата картой ​Наличный расчёт ​Перевод с карты ​8 мест ​Бесплатная ​Это моя компания ​Реклама в 2ГИС ↗ ​Проспект Назарбаева, 248 ​1 этаж ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Rioni,кафе,"улица Акан Серы, 124",Пн: 11:00-01:00; Вт: 11:00-01:00; Ср: 11:00-01:00; Чт: 11:00-01:00; Пт: 11:00-02:00; Сб: 11:00-02:00; Вс: 11:00-02:00,3.3,4,43.314582,76.944485,https://2gis.com/firm/70000001067774517,"Грузинская кухня ​Восточная кухня ​Европейская кухня ​Заказ столиков ​Заказ навынос ​Детское меню ​Живая музыка ​Поминальные обеды ​Летняя терраса ​Танцпол ​Проведение банкетов ​Средний чек 5000 тнг. ​До 250 мест ​Пицца ​Шашлык ​Хинкали ​Блины ​Рамен ​Паста ​Стейки ​Том-Ям ​Люля-кебаб ​Картофель-фри ​Лагман ​Салаты ​Хачапури ​Супы ​Блюда на гриле ​Куриные крылышки ​Наггетсы ​Плов ​Колбаски ​Жареная рыба ​Хычины ​Кофе с собой ​Чай с собой ​Wi-Fi ​Туалет ​Оплата картой ​Наличный расчёт ​Оплата через банк ​Оплата по QR-коду ​Пандус ​Вызов персонала ​Доступный вход для людей с инвалидностью ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Акан Серы, 124 ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Суширис,кафе,"улица Отемисулы, 1",Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,4.3,97,43.331844,77.044666,https://2gis.com/firm/70000001053179577,"Заказ навынос ​Летняя терраса ​Средний чек 1500 тнг. ​До 25 мест ​Суши ​Пицца ​Картофель-фри ​Wi-Fi ​Туалет ​Оплата картой ​Наличный расчёт ​Оплата по QR-коду ​Быстрое питание ​Суши-бары ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Отемисулы, 1 ​1 этаж ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Baristas,кофейня,"улица Желтоксан, 115",Пн: 08:00-19:00; Вт: 08:00-19:00; Ср: 08:00-19:00; Чт: 08:00-19:00; Пт: 08:00-19:00,4.0,4,43.252913,76.938475,https://2gis.com/firm/70000001063256001,"Завтрак ​Заказ навынос ​Средний чек 1500 тнг. ​До 20 мест ​Бургеры ​Блины ​Пирожки ​Паста ​Поке ​Стейки ​Том-Ям ​Салаты ​Сэндвичи ​Супы ​Блюда на гриле ​Наггетсы ​Бутерброды ​Боулы ​Кукси ​Кофе с собой ​Чай с собой ​Горячий шоколад ​Какао ​Лимонад ​Наличный расчёт ​Перевод с карты ​300 мест ​Платная ​Это моя компания ​Реклама в 2ГИС ↗ ​БЦ Kaisar Plaza ​Улица Желтоксан, 115 ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Alpen Ville,гостиничный комплекс,"улица Санаторная, 14",Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,,,43.202487,76.916993,https://2gis.com/firm/70000001069598586,"Европейская кухня ​Завтрак ​Заказ навынос ​Поминальные обеды ​Проведение банкетов ​Можно с ноутбуком ​Шведский стол ​Средний чек 7000 тнг. ​Завтрак 08:00-10:00 ​До 80 мест ​Пицца ​Шашлык ​Стейки ​Картофель-фри ​Салаты ​Сэндвичи ​Супы ​Куриные крылышки ​Плов ​Жареная рыба ​Оплата картой ​Наличный расчёт ​Оплата через банк ​Оплата по QR-коду ​Рестораны ​Банкетные залы ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Санаторная, 14 ​3 филиала ​Это моя компания ​Реклама в 2ГИС ↗"
Medeu Visit Center,кафе,"улица Керей-Жанибек хандар, 465а",Пн: 08:00-24:00; Вт: 08:00-24:00; Ср: 08:00-24:00; Чт: 08:00-24:00; Пт: 08:00-24:00; Сб: 08:00-24:00; Вс: 08:00-24:00 (до последнего гостя: пн-вс),2.8,154,43.158606,77.059243,https://2gis.com/firm/70000001023769902,"Восточная кухня ​Европейская кухня ​Заказ навынос ​Летняя терраса ​Средний чек 4000 тнг. ​До 100 мест ​Оплата картой ​Наличный расчёт ​Перевод с карты ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Керей-Жанибек хандар, 465а ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Rasul`s meals,лагманхана,"улица Уалиханова, 8г",Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00,5.0,2,43.240479,76.953688,https://2gis.com/firm/70000001075968781,"Лагманные ​Восточная кухня ​Азиатская кухня ​Завтрак ​Заказ столиков ​Заказ навынос ​Столики на улице ​Средний чек 3000 тнг. ​До 25 мест ​Пельмени ​Рамен ​Манты ​Картофель-фри ​Лагман ​Салаты ​Супы ​Блюда на гриле ​Плов ​Хычины ​Кофе с собой ​Чай с собой ​Оплата картой ​Наличный расчёт ​Оплата через банк ​Перевод с карты ​Оплата по QR-коду ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Уалиханова, 8г ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Fazilov Burgers,кафе быстрого питания,"улица Гвардейская, 2 киоск",Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 14:00-24:00; Сб: 12:00-24:00; Вс: 12:00-24:00,4.7,19,43.287101,76.887873,https://2gis.com/firm/70000001046285749,"Бургеры ​Хот-доги ​Картофель-фри ​Наличный расчёт ​Перевод с карты ​Быстрое питание ​Доставка готовых блюд ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Гвардейская, 2 киоск ​2 филиала ​Это моя компания ​Реклама в 2ГИС ↗"
Colibri,кафе,"улица Бекмаханова, 35",Пн: 11:00-24:00; Вт: 11:00-24:00; Ср: 11:00-24:00; Чт: 11:00-24:00; Пт: 11:00-24:00; Сб: 11:00-24:00; Вс: 11:00-24:00,4.1,72,43.352887,76.954339,https://2gis.com/firm/70000001036244904,"Восточная кухня ​Кавказская кухня ​Европейская кухня ​Заказ столиков ​Заказ навынос ​Поминальные обеды ​Летняя терраса ​Проведение банкетов ​Средний чек 2500 тнг. ​До 45 мест ​Шашлык ​Пельмени ​Манты ​Картофель-фри ​Лагман ​Супы ​Наличный расчёт ​Оплата через банк ​Перевод с карты ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Бекмаханова, 35 ​улица Харьковская, 60 ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Гулапше,кафе,"проспект Райымбека, 186",Пн: 08:00-24:00; Вт: 08:00-24:00; Ср: 08:00-24:00; Чт: 08:00-24:00; Пт: 08:00-24:00; Сб: 08:00-24:00; Вс: 08:00-24:00,2.7,15,43.267244,76.914608,https://2gis.com/firm/70000001041617625,"Восточная кухня ​Бизнес-ланч ​Завтрак ​Заказ столиков ​Заказ навынос ​Танцпол ​Проведение банкетов ​Средний чек 1500 тнг. ​Бизнес-ланч от 1200 тнг. ​Ланч 12:00-15:00 ​До 70 мест ​Шаурма ​Шашлык ​Манты ​Самса ​Блюда на гриле ​Плов ​Наличный расчёт ​Перевод с карты ​Это моя компания ​Реклама в 2ГИС ↗ ​Проспект Райымбека, 186 ​1 этаж ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Alsai,комплекс,"улица Болтекулы, 7",Пн: 10:00-01:00; Вт: 10:00-01:00; Ср: 10:00-01:00; Чт: 10:00-01:00; Пт: 10:00-01:00; Сб: 10:00-01:00; Вс: 10:00-01:00,3.5,4,43.246197,76.81694,https://2gis.com/firm/70000001075190449,"Восточная кухня ​Паназиатская кухня ​Европейская кухня ​Летняя терраса ​Средний чек 5000 тнг. ​Шашлык ​Пельмени ​Манты ​Стейки ​Лагман ​Супы ​Плов ​Оплата картой ​Наличный расчёт ​Перевод с карты ​Кафе ​Банкетные залы ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Болтекулы, 7 ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Box Lagman,,"проспект Гагарина, 139",Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,2.3,31,43.224485,76.896301,https://2gis.com/firm/70000001056462454,"Лагманные ​Заказ навынос ​Средний чек 1500 тнг. ​Оплата картой ​Наличный расчёт ​Оплата по QR-коду ​Это моя компания ​Реклама в 2ГИС ↗ ​Проспект Гагарина, 139 ​1 этаж ​2 филиала ​Это моя компания ​Реклама в 2ГИС ↗"
The Point by Viled,кафе правильного питания,"проспект Аль-Фараби, 77/8",Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,,,43.218314,76.928353,https://2gis.com/firm/70000001055326290,"Бутерброды ​Боулы ​Доставка wok ​Десерты ​Оплата картой ​Наличный расчёт ​Диетические / соевые продукты ​Кофейни ​Доставка готовых блюд ​710 мест ​Платная ​Это моя компания ​Реклама в 2ГИС ↗ ​ТЦ ESENTAI MALL ​Проспект Аль-Фараби, 77/8 ​3 этаж; магазин Saks Fifth Avenue ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Маяк,кафе,"улица Жансугурова, 287",Пн: 11:00-02:00; Вт: 11:00-02:00; Ср: 11:00-02:00; Чт: 11:00-02:00; Пт: 11:00-02:00; Сб: 11:00-02:00; Вс: 11:00-02:00,2.3,6,43.30397,76.930121,https://2gis.com/firm/70000001020477017,"Лагманные ​Заказ навынос ​Средний чек 1500 тнг. ​Шашлык ​Лагман ​Наличный расчёт ​Перевод с карты ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Жансугурова, 287 ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Арман,чайхана,"проспект Сейфуллина, 473а",Пн: 09:30-21:30; Вт: 09:30-21:30; Ср: 09:30-21:30; Чт: 09:30-21:30; Пт: 09:30-21:30; Сб: 09:30-21:30; Вс: 09:30-21:30,3.5,54,43.26647,76.93101,https://2gis.com/firm/70000001028866206,"Халяльная кухня ​Средний чек 3500 тнг. ​До 80 мест ​Оплата картой ​Наличный расчёт ​Оплата через банк ​Перевод с карты ​Это моя компания ​Реклама в 2ГИС ↗ ​Проспект Сейфуллина, 473а ​2 филиала ​Это моя компания ​Реклама в 2ГИС ↗"
Рамазан,халал-кафе,"улица Жангельдина, 194",Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,2.8,178,43.28948,76.954121,https://2gis.com/firm/70000001024845027,"Халяльная кухня ​Уйгурская кухня ​Европейская кухня ​Заказ столиков ​Заказ навынос ​Поминальные обеды ​Летняя терраса ​Проведение банкетов ​Средний чек 2000 тнг. ​До 30 мест ​Оплата картой ​Наличный расчёт ​Перевод с карты ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Жангельдина, 194 ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Asia Cafe,кафе,"улица Желтоксан, 181",Пн: 06:00-15:00; Вт: 06:00-15:00; Ср: 06:00-15:00; Чт: 06:00-15:00; Пт: 06:00-15:00; Сб: 06:00-15:00; Вс: 06:00-15:00,5.0,1,43.235869,76.940641,https://2gis.com/firm/70000001021076975,"Европейская кухня ​Бизнес-ланч ​Завтрак ​Заказ столиков ​Детский уголок ​Проведение банкетов ​Бизнес-ланч от 11536 тнг. ​Ланч 12:00-15:00 ​До 177 мест ​Оплата картой ​Наличный расчёт ​Это моя компания ​Реклама в 2ГИС ↗ ​Гостиница InterContinental Almaty ​Улица Желтоксан, 181 ​1 этаж ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Habiba,кафе,"Байтурсынова улица, 43",Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,1.8,8,43.252725,76.92554,https://2gis.com/firm/70000001067536957,"Оплата картой ​Наличный расчёт ​Перевод с карты ​Оплата по QR-коду ​Кафе ​Доставка готовых блюд ​Это моя компания ​Реклама в 2ГИС ↗ ​Байтурсынова улица, 43 ​1 этаж ​ ​Это моя компания ​Реклама в 2ГИС ↗"
SALAM BRO,сеть кафе и киосков быстрого питания,"улица Геологов, 2/3 киоск",Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,4.1,349,43.351747,76.926408,https://2gis.com/firm/70000001045677050,"Заказ навынос ​Средний чек 1000 тнг. ​Бургеры ​Хот-доги ​Оплата картой ​Наличный расчёт ​Перевод с карты ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Геологов, 2/3 киоск ​57 филиалов ​Это моя компания ​Реклама в 2ГИС ↗"
Құлжа,лагманхана,"микрорайон Аксай-3а, 88",Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,3.2,25,43.237925,76.826384,https://2gis.com/firm/70000001048496298,"Халяльная кухня ​Средний чек 1500 тнг. ​До 26 мест ​Наличный расчёт ​Перевод с карты ​Это моя компания ​Реклама в 2ГИС ↗ ​ЖК Аксай ​Микрорайон Аксай-3а, 88 ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Казбек,кафе,"улица Фаризы Онгарсыновой, 112",Пн: 10:00-24:00; Вт: 10:00-24:00; Ср: 10:00-24:00; Чт: 10:00-24:00; Пт: 10:00-24:00; Сб: 10:00-24:00; Вс: 10:00-24:00,3.9,33,43.258954,76.802298,https://2gis.com/firm/70000001038153323,"Грузинская кухня ​Китайская кухня ​Восточная кухня ​Азиатская кухня ​Кавказская кухня ​Заказ столиков ​Заказ навынос ​Детское меню ​Поминальные обеды ​Летняя терраса ​Проведение банкетов ​Средний чек 4000 тнг. ​До 200 мест ​Пицца ​Шашлык ​Хинкали ​Лагман ​Хачапури ​Оплата картой ​Наличный расчёт ​Перевод с карты ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Фаризы Онгарсыновой, 112 ​ ​Это моя компания ​Реклама в 2ГИС ↗"
iFood,​кафе быстрого питания,"улица Брусиловского, 167 блок 1",Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,3.3,5,43.241643,76.877625,https://2gis.com/firm/70000001067000705,"Суши ​Пицца ​Куриные крылышки ​Наличный расчёт ​Перевод с карты ​Это моя компания ​Реклама в 2ГИС ↗ ​ЖК Алтын Булак-2 ​Улица Брусиловского, 167 блок 1 ​цокольный этаж ​ ​Это моя компания ​Реклама в 2ГИС ↗"
AllOff Burger,ресторан быстрого питания,"микрорайон Самал-2, 111",Пн: 10:00-24:00; Вт: 10:00-24:00; Ср: 10:00-24:00; Чт: 10:00-24:00; Пт: 10:00-24:00; Сб: 10:00-24:00; Вс: 10:00-24:00,3.6,172,43.233381,76.958242,https://2gis.com/firm/70000001063539658,"Бургеры ​Картофель-фри ​Оплата картой ​Наличный расчёт ​Оплата по QR-коду ​20 мест ​Бесплатная ​500 мест ​Платная ​8 мест ​Бесплатная ​50 мест ​Бесплатная ​Это моя компания ​Реклама в 2ГИС ↗ ​ТРЦ DOSTYK PLAZA ​Микрорайон Самал-2, 111 ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Dostar,кафе,"улица Уалиханова, 33",Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,3.2,22,43.264662,76.949738,https://2gis.com/firm/70000001034970047,"Шашлычные ​Европейская кухня ​Заказ навынос ​Летняя терраса ​Столики на улице ​Средний чек 2000 тнг. ​До 20 мест ​Пицца ​Шашлык ​Пельмени ​Манты ​Стейки ​Люля-кебаб ​Картофель-фри ​Лагман ​Салаты ​Супы ​Куриные крылышки ​Оплата картой ​Наличный расчёт ​Перевод с карты ​Оплата по QR-коду ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Уалиханова, 33 ​1 этаж ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Наш донер,кафе быстрого питания,"проспект Рыскулова, 155/1",Пн: 11:30-24:00; Вт: 11:30-24:00; Ср: 11:30-24:00; Чт: 11:30-24:00; Пт: 11:30-24:00; Сб: 11:30-24:00; Вс: 11:30-24:00,4.1,70,43.249072,76.837146,https://2gis.com/firm/70000001064815271,"Шавермы ​Халяльная кухня ​Бизнес-ланч ​Заказ навынос ​Летняя терраса ​Средний чек 1500 тнг. ​Бизнес-ланч от 1300 тнг. ​Шаурма ​Картофель-фри ​Куриные крылышки ​Наличный расчёт ​Оплата через банк ​Перевод с карты ​Оплата по QR-коду ​Пандус ​Доступный вход для людей с инвалидностью ​Это моя компания ​Реклама в 2ГИС ↗ ​Проспект Рыскулова, 155/1 ​вход с ул. Рыскулова ​2 филиала ​Это моя компания ​Реклама в 2ГИС ↗"
Bazzlama,кафе,"улица Иштвана Коныра, 31",Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,3.7,9,43.278637,76.985233,https://2gis.com/firm/70000001033916565,"Восточная кухня ​Кавказская кухня ​Турецкая кухня ​Заказ навынос ​Средний чек 1000 тнг. ​До 30 мест ​Пицца ​Бургеры ​Хинкали ​Пироги ​Пончики ​Чебуреки ​Блины ​Пирожки ​Пельмени ​Манты ​Хот-доги ​Самса ​Картофель-фри ​Лагман ​Беляши ​Салаты ​Сэндвичи ​Супы ​Блюда на гриле ​Плов ​Наличный расчёт ​Перевод с карты ​Быстрое питание ​Кафе ​Продукты быстрого приготовления ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Иштвана Коныра, 31 ​1 этаж ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Ahmet Doner & Samsa,кафе быстрого питания,"4-й микрорайон, 27в/3",Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,3.0,10,43.229522,76.858351,https://2gis.com/firm/70000001060041866,"Шавермы ​Халяльная кухня ​Заказ навынос ​Средний чек 1000 тнг. ​Шаурма ​Бургеры ​Чебуреки ​Пирожки ​Самса ​Картофель-фри ​Беляши ​Куриные крылышки ​Кофе с собой ​Чай с собой ​Оплата картой ​Наличный расчёт ​Перевод с карты ​Это моя компания ​Реклама в 2ГИС ↗ ​4-й микрорайон, 27в/3 ​3 филиала ​Это моя компания ​Реклама в 2ГИС ↗"
Здесь вкусно,кулинария,"улица Пятницкого, 23/1Б",Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00,4.8,24,43.21282,76.876382,https://2gis.com/firm/70000001038373496,"Восточная кухня ​Русская кухня ​Казахская кухня ​Заказ навынос ​Средний чек 1000 тнг. ​Пироги ​Чебуреки ​Пирожки ​Манты ​Самса ​Беляши ​Салаты ​Наличный расчёт ​Перевод с карты ​Быстрое питание ​Кулинарии ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Пятницкого, 23/1Б ​1 этаж ​ ​Это моя компания ​Реклама в 2ГИС ↗"
