Name,Description,Address,Working hours,Rating,Amount of reviews,Latitude,Longitude,2GIS URL,Additional information
PALMA,кафе,"проспект Рыскулова, 103/4",Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,3.8,809,43.26688,76.869944,https://2gis.com/firm/70000001041266678,"Лагманные ​Узбекская кухня ​Восточная кухня ​Японская кухня ​Кавказская кухня ​Русская кухня ​Европейская кухня ​Казахская кухня ​Завтрак ​Заказ столиков ​Заказ навынос ​Летняя терраса ​Средний чек 2000 тнг. ​Суши ​Пицца ​Шашлык ​Бургеры ​Лапша wok ​Блины ​Пельмени ​Рамен ​Паста ​Рис wok ​Манты ​Стейки ​Том-Ям ​Люля-кебаб ​Картофель-фри ​Лагман ​Хачапури ​Супы ​Наггетсы ​Плов ​Суши ​Пицца ​Шашлык ​Бургеры ​Блины ​Плов ​Десерты ​Паста ​Горячие вторые блюда ​Лагман ​Салаты ​Супы ​Наличный расчёт ​Оплата эл. кошельком ​Кафе ​Доставка готовых блюд ​Столовые ​Это моя компания ​Реклама в 2ГИС ↗ ​Проспект Рыскулова, 103/4 ​2 филиала ​Это моя компания ​Реклама в 2ГИС ↗"
HOGO,кафе,"улица Спортивная, 3",Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00 (по предварительному бронированию: сб-вс),4.7,278,43.200823,76.841868,https://2gis.com/firm/70000001046339155,"Раменные ​Китайская кухня ​Заказ столиков ​Заказ навынос ​Хого ​Поминальные обеды ​Средний чек 10000 тнг. ​Рамен ​Том-Ям ​Картофель-фри ​Наггетсы ​Мидии ​Китайская кухня ​Десерты ​Оплата картой ​Наличный расчёт ​Перевод с карты ​Оплата по QR-коду ​Кафе ​Доставка готовых блюд ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Спортивная, 3 ​ ​Это моя компания ​Реклама в 2ГИС ↗"
LIFE GRILL,кафе-караоке,"улица Жазылбека, 20/2",Пн: 12:00-01:00; Вт: 12:00-01:00; Ср: 12:00-01:00; Чт: 12:00-01:00; Пт: 12:00-02:00; Сб: 12:00-02:00; Вс: 12:00-24:00,4.7,405,43.202775,76.867057,https://2gis.com/firm/70000001047201716,"Стейк-хаус ​Итальянская кухня ​Кавказская кухня ​Европейская кухня ​Заказ столиков ​Заказ навынос ​Винная карта ​Детское меню ​Меню на английском ​Живая музыка ​Поминальные обеды ​VIP-зал ​Летняя терраса ​Детский уголок ​Танцпол ​Кабинки ​Панорамный вид ​Проведение банкетов ​До 150 мест ​Пицца ​Шашлык ​Бургеры ​Пельмени ​Рамен ​Паста ​Стейки ​Том-Ям ​Люля-кебаб ​Картофель-фри ​Бельгийские вафли ​Салаты ​Хачапури ​Супы ​Блюда на гриле ​Куриные крылышки ​Наггетсы ​Начос ​Кесадилья ​Колбаски ​Мидии ​Хычины ​Кофе с собой ​Глинтвейн ​Смузи ​Пицца ​Шашлык ​Бургеры ​Десерты ​Паста ​Горячие вторые блюда ​Салаты ​Супы ​Оплата картой ​Наличный расчёт ​Перевод с карты ​Оплата по QR-коду ​Кафе ​Доставка готовых блюд ​Бары ​Караоке-залы ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Жазылбека, 20/2 ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Кульджа Хого,кафе,"улица Гоголя, 8",Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-23:00; Сб: 12:00-23:00; Вс: 12:00-23:00,3.5,249,43.261029,76.962785,https://2gis.com/firm/70000001055863386,"Китайская кухня ​Узбекская кухня ​Восточная кухня ​Уйгурская кухня ​Заказ столиков ​Заказ навынос ​Детское меню ​Постное меню ​Хого ​VIP-зал ​Детский уголок ​Детская комната ​Кабинки ​Средний чек 4000 тнг. ​До 200 мест ​Оплата картой ​Наличный расчёт ​Оплата через банк ​Перевод с карты ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Гоголя, 8 ​2 филиала ​Это моя компания ​Реклама в 2ГИС ↗"
TomYumBar,кафе паназиатской кухни,"проспект Сейфуллина, 498",Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-24:00; Сб: 11:00-24:00; Вс: 11:00-23:00,4.4,504,43.251769,76.933414,https://2gis.com/firm/70000001058785497,"Корейская кухня ​Азиатская кухня ​Японская кухня ​Паназиатская кухня ​Гавайская кухня ​Тайская кухня ​Авторская кухня ​Завтрак ​Заказ столиков ​Заказ навынос ​Винная карта ​Детское меню ​Меню на английском ​VIP-зал ​Детский уголок ​Средний чек 5000 тнг. ​До 148 мест ​Суши ​Лапша wok ​Рамен ​Рис wok ​Том-Ям ​Суши ​Горячие вторые блюда ​Оплата картой ​Наличный расчёт ​Рестораны ​Кафе ​Доставка готовых блюд ​Суши-бары ​20 мест ​Бесплатная ​50 мест ​Бесплатная ​Это моя компания ​Реклама в 2ГИС ↗ ​БЦ Алтын Заман ​Проспект Сейфуллина, 498 ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Саксаул,ресторан,"улица Толе би, 128",Пн: 11:00-02:00; Вт: 11:00-02:00; Ср: 11:00-02:00; Чт: 11:00-02:00; Пт: 11:00-02:00; Сб: 11:00-02:00; Вс: 11:00-02:00,4.6,290,43.252378,76.916045,https://2gis.com/firm/70000001068942200,"Шашлычные ​Узбекская кухня ​Восточная кухня ​Казахская кухня ​VIP-зал ​Летняя терраса ​Детский уголок ​Кабинки ​Аниматоры, мастер-классы для детей ​Проведение банкетов ​Средний чек 5000 тнг. ​До 150 мест ​Пицца ​Шашлык ​Пельмени ​Манты ​Стейки ​Люля-кебаб ​Картофель-фри ​Лагман ​Хачапури ​Супы ​Наггетсы ​Плов ​Колбаски ​Хычины ​Рестораны ​Кафе ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Толе би, 128 ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Пугасов,комплекс,"улица Ришата и Муслима Абдуллиных, 70",Пн: 11:00-02:00; Вт: 11:00-02:00; Ср: 11:00-02:00; Чт: 11:00-02:00; Пт: 11:00-02:00; Сб: 11:00-02:00; Вс: 11:00-02:00,4.7,1248,43.253717,76.960725,https://2gis.com/firm/70000001037704002,"Хинкальные ​Грузинская кухня ​Кавказская кухня ​Европейская кухня ​Заказ столиков ​Заказ навынос ​Винная карта ​Живая музыка ​Поминальные обеды ​VIP-зал ​Летняя терраса ​Детский уголок ​Танцпол ​Кабинки ​Аниматоры, мастер-классы для детей ​Топчан ​Проведение банкетов ​Можно с ноутбуком ​Средний чек 7000 тнг. ​До 120 мест ​Пицца ​Шашлык ​Бургеры ​Хинкали ​Блины ​Пельмени ​Паста ​Манты ​Стейки ​Люля-кебаб ​Картофель-фри ​Салаты ​Хачапури ​Супы ​Блюда на гриле ​Куриные крылышки ​Наггетсы ​Плов ​Пицца ​Шашлык ​Горячие вторые блюда ​Салаты ​Супы ​Wi-Fi ​Туалет ​Наличный расчёт ​Оплата через банк ​Перевод с карты ​Оплата по QR-коду ​Рестораны ​Доставка готовых блюд ​Бары ​Караоке-залы ​Кафе ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Ришата и Муслима Абдуллиных, 70 ​ ​Это моя компания ​Реклама в 2ГИС ↗"
BarFly,ресторан,"проспект Достык, 52/2",Пн: 17:00-05:00; Вт: 17:00-05:00; Ср: 17:00-05:00; Чт: 17:00-05:00; Пт: 17:00-05:00; Сб: 17:00-05:00; Вс: 17:00-05:00,4.5,210,43.244937,76.957213,https://2gis.com/firm/70000001019848370,"Европейская кухня ​Заказ столиков ​Заказ навынос ​Винная карта ​Постное меню ​VIP-зал ​Летняя терраса ​Кабинки ​Панорамный вид ​Проведение банкетов ​Средний чек 15000 тнг. ​До 120 мест ​Паста ​Стейки ​Том-Ям ​Блюда на гриле ​Оплата картой ​Наличный расчёт ​Оплата через банк ​Рестораны ​Банкетные залы ​Конференц-залы / Переговорные комнаты ​Бары ​30 мест ​Платная ​20 мест ​Платная ​Это моя компания ​Реклама в 2ГИС ↗ ​Гостиница Казахстан ​Проспект Достык, 52/2 ​26 этаж ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Paulaner Bräuhaus Almaty,ресторан,"улица Муканова, 190",Пн: 12:00-01:00; Вт: 12:00-01:00; Ср: 12:00-01:00; Чт: 12:00-01:00; Пт: 12:00-02:00; Сб: 12:00-02:00; Вс: 12:00-01:00,4.1,466,43.24795,76.915745,https://2gis.com/firm/70000001055876564,"Пивной ресторан ​Немецкая кухня ​Заказ столиков ​Винная карта ​Детское меню ​Меню на английском ​Живая музыка ​VIP-зал ​Летняя терраса ​Кабинки ​Панорамный вид ​Аниматоры, мастер-классы для детей ​Проведение банкетов ​Своя пивоварня ​До 650 мест ​Стейки ​Том-Ям ​Блюда на гриле ​Куриные крылышки ​Колбаски ​Жареная рыба ​Оплата картой ​Наличный расчёт ​Рестораны ​Бары ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Муканова, 190 ​ ​Это моя компания ​Реклама в 2ГИС ↗"
JamBull,ресто-бар,"улица Жамбыла, 155 к2",Пн: 08:00-24:00; Вт: 08:00-24:00; Ср: 08:00-24:00; Чт: 08:00-24:00; Пт: 08:00-24:00; Сб: 10:00-24:00; Вс: 10:00-24:00,4.3,241,43.245913,76.913381,https://2gis.com/firm/70000001046983051,"Гриль-бары ​Итальянская кухня ​Паназиатская кухня ​Европейская кухня ​Завтрак ​Заказ столиков ​Заказ навынос ​Винная карта ​Живая музыка ​Летняя терраса ​Средний чек 7500 тнг. ​Пицца ​Бургеры ​Блины ​Рамен ​Паста ​Стейки ​Том-Ям ​Блюда на гриле ​Боулы ​Колбаски ​Оплата картой ​Наличный расчёт ​Оплата через банк ​Рестораны ​Бары ​Доставка готовых блюд ​Это моя компания ​Реклама в 2ГИС ↗ ​ЖК Отау ​Улица Жамбыла, 155 к2 ​2 филиала ​Это моя компания ​Реклама в 2ГИС ↗"
Mamma Mia,семейный ресторан,"улица Розыбакиева, 263",Пн: 10:00-24:00; Вт: 10:00-24:00; Ср: 10:00-24:00; Чт: 10:00-24:00; Пт: 10:00-24:00; Сб: 10:00-24:00; Вс: 10:00-24:00,4.6,826,43.200138,76.892816,https://2gis.com/firm/70000001051280018,"Итальянская кухня ​Заказ навынос ​Детское меню ​Летняя терраса ​Детский уголок ​Средний чек 4500 тнг. ​До 80 мест ​Оплата картой ​Наличный расчёт ​Перевод с карты ​Нет двери / есть автоматическая дверь ​Доступный вход для людей с инвалидностью ​Пиццерии ​Доставка готовых блюд ​Рестораны ​1000 мест ​Платная ​200 мест ​Платная ​50 мест ​Платная ​Это моя компания ​Реклама в 2ГИС ↗ ​ТРЦ Mega Center Alma-Ata ​Улица Розыбакиева, 263 ​2 этаж ​8 филиалов ​Это моя компания ​Реклама в 2ГИС ↗"
Le Four,ресторан авторской кухни,"улица Радостовца, 323а",Пн: 10:00-24:00; Вт: 10:00-24:00; Ср: 10:00-24:00; Чт: 10:00-02:00; Пт: 10:00-02:00; Сб: 10:00-02:00; Вс: 10:00-24:00,5.0,25,43.209386,76.895802,https://2gis.com/firm/70000001068151373,"Винный ресторан ​Средний чек 9000 тнг. ​До 40 мест ​Оплата картой ​Наличный расчёт ​Перевод с карты ​Оплата по QR-коду ​Это моя компания ​Реклама в 2ГИС ↗ ​ЖК 4YOU ​Улица Радостовца, 323а ​1 этаж ​ ​Это моя компания ​Реклама в 2ГИС ↗"
ТАНУКИ,японский ресторан,"улица Розыбакиева, 310а",Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-24:00; Сб: 12:00-24:00; Вс: 12:00-24:00 (служба доставки: пн-вс 11:30-23:30),3.8,321,43.209092,76.893997,https://2gis.com/firm/70000001060461272,"Японский ресторан ​Японская кухня ​Заказ столиков ​Заказ навынос ​Винная карта ​Детское меню ​Летняя терраса ​Столики на улице ​До 110 мест ​Суши ​Лапша wok ​Рамен ​Том-Ям ​Суши ​Десерты ​Горячие вторые блюда ​Оплата картой ​Наличный расчёт ​Рестораны ​Доставка готовых блюд ​Суши-бары ​Это моя компания ​Реклама в 2ГИС ↗ ​ЖК 4YOU ​Улица Розыбакиева, 310а ​2 филиала ​Это моя компания ​Реклама в 2ГИС ↗"
Möte,ресторан,"проспект Достык, 50",Пн: 10:00-24:00; Вт: 10:00-24:00; Ср: 10:00-24:00; Чт: 10:00-24:00; Пт: 10:00-01:00; Сб: 10:00-01:00; Вс: 10:00-24:00,4.6,95,43.245887,76.956969,https://2gis.com/firm/70000001057218816,"Винный ресторан ​Европейская кухня ​Авторская кухня ​Средиземноморская кухня ​Рыбная кухня ​Завтрак ​Заказ столиков ​Заказ навынос ​Винная карта ​Меню на английском ​Живая музыка ​Летняя терраса ​Панорамный вид ​Проведение банкетов ​Английский завтрак ​Завтрак 08:00-12:00 ​До 45 мест ​Паста ​Стейки ​Картофель-фри ​Салаты ​Супы ​Блюда на гриле ​Мидии ​Жареная рыба ​Устрицы ​Кофе с собой ​Глинтвейн ​Чай с собой ​Оплата картой ​Наличный расчёт ​Оплата через банк ​Перевод с карты ​Оплата по QR-коду ​Это моя компания ​Реклама в 2ГИС ↗ ​Проспект Достык, 50 ​87 помещение ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Таверна на углях,кафе,"улица Розыбакиева, 109",Пн: 10:00-24:00; Вт: 10:00-24:00; Ср: 10:00-24:00; Чт: 10:00-24:00; Пт: 10:00-01:00; Сб: 10:00-01:00; Вс: 10:00-24:00,4.1,590,43.229533,76.890754,https://2gis.com/firm/70000001032307976,"Шашлычные ​Грузинская кухня ​Восточная кухня ​Кавказская кухня ​Европейская кухня ​Казахская кухня ​Бизнес-ланч ​Завтрак ​Заказ столиков ​Заказ навынос ​Винная карта ​Поминальные обеды ​Летняя терраса ​Детский уголок ​Проведение банкетов ​Средний чек 5000 тнг. ​До 100 мест ​Шашлык ​Бургеры ​Лапша wok ​Пельмени ​Стейки ​Блюда на гриле ​Пицца ​Шашлык ​Бургеры ​Пироги ​Плов ​Десерты ​Паста ​Горячие вторые блюда ​Лагман ​Корпоративные обеды ​Салаты ​Закрытая пицца ​Супы ​Оплата картой ​Наличный расчёт ​Оплата через банк ​Перевод с карты ​Кафе ​Бары ​Рестораны ​Банкетные залы ​Доставка готовых блюд ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Розыбакиева, 109 ​2 филиала ​Это моя компания ​Реклама в 2ГИС ↗"
Issmile,ресторан быстрого питания,"микрорайон Жетысу-3, 1/3",Пн: 09:00-03:00; Вт: 09:00-03:00; Ср: 09:00-03:00; Чт: 09:00-03:00; Пт: 09:00-03:00; Сб: 09:00-03:00; Вс: 09:00-03:00,4.8,195,43.21787,76.842409,https://2gis.com/firm/70000001066595578,"Бургерные ​Халяльная кухня ​Заказ навынос ​Детское меню ​Средний чек 2000 тнг. ​До 100 мест ​Шаурма ​Бургеры ​Картофель-фри ​Кофе с собой ​Чай с собой ​Шаурма ​Бургеры ​Wi-Fi ​Туалет ​Оплата картой ​Наличный расчёт ​Оплата через банк ​Оплата по QR-коду ​Пандус ​Туалет для маломобильных людей ​Нет двери / есть автоматическая дверь ​Доступный вход для людей с инвалидностью ​Быстрое питание ​Доставка готовых блюд ​Это моя компания ​Реклама в 2ГИС ↗ ​Микрорайон Жетысу-3, 1/3 ​1 этаж ​2 филиала ​Это моя компания ​Реклама в 2ГИС ↗"
Марьина Роща,ресторан русской кухни,"улица Кунаева, 78",Пн: 11:00-24:00; Вт: 11:00-24:00; Ср: 11:00-24:00; Чт: 11:00-24:00; Пт: 11:00-24:00; Сб: 11:00-24:00; Вс: 11:00-24:00,4.1,243,43.256661,76.950257,https://2gis.com/firm/9429940001098322,"Русская кухня ​Украинская кухня ​Европейская кухня ​Заказ столиков ​Заказ навынос ​Винная карта ​Постное меню ​Живая музыка ​Поминальные обеды ​VIP-зал ​Летняя терраса ​Танцпол ​Аниматоры, мастер-классы для детей ​Проведение банкетов ​Средний чек 7000 тнг. ​До 100 мест ​Блины ​Пельмени ​Стейки ​Вареники ​Блюда на гриле ​Блины ​Горячие вторые блюда ​Корпоративные обеды ​Салаты ​Супы ​Оплата картой ​Наличный расчёт ​Перевод с карты ​Рестораны ​Доставка готовых блюд ​Бары ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Кунаева, 78 ​ ​Это моя компания ​Реклама в 2ГИС ↗"
DURUM,кафе быстрого питания,"улица Макатаева, 117а",Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-24:00; Сб: 11:00-24:00; Вс: 11:00-22:00,4.7,227,43.263002,76.92675,https://2gis.com/firm/70000001050206117,"Бургерные ​Халяльная кухня ​Турецкая кухня ​Бизнес-ланч ​Заказ навынос ​Средний чек 2500 тнг. ​Шаурма ​Пицца ​Бургеры ​Картофель-фри ​Сэндвичи ​Шаурма ​Бургеры ​Оплата картой ​Наличный расчёт ​Перевод с карты ​Оплата по QR-коду ​Быстрое питание ​Доставка готовых блюд ​8 мест ​Бесплатная ​7 мест ​Бесплатная ​4 места ​Бесплатная ​9 мест ​Бесплатная ​Это моя компания ​Реклама в 2ГИС ↗ ​БЦ LOTOS ​Улица Макатаева, 117а ​4 филиала ​Это моя компания ​Реклама в 2ГИС ↗"
Myata lounge,Та самая,"улица Розыбакиева, 95",Пн: 14:00-02:00; Вт: 14:00-02:00; Ср: 14:00-02:00; Чт: 14:00-02:00; Пт: 14:00-03:00; Сб: 14:00-03:00; Вс: 14:00-02:00,4.7,439,43.233791,76.889928,https://2gis.com/firm/70000001062293021,"Японская кухня ​Европейская кухня ​Средний чек 7000 тнг. ​Оплата картой ​Наличный расчёт ​Оплата через банк ​Бары ​Кафе ​Караоке-залы ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Розыбакиева, 95 ​1 этаж ​2 филиала ​Это моя компания ​Реклама в 2ГИС ↗"
Мята Бухар-Жырау,ресторан,"бульвар Бухар жырау, 27/5 блок 1",Пн: 12:00-02:00; Вт: 12:00-02:00; Ср: 12:00-02:00; Чт: 12:00-02:00; Пт: 12:00-02:00; Сб: 12:00-02:00; Вс: 12:00-02:00,4.5,449,43.234227,76.924238,https://2gis.com/firm/70000001048383711,"Итальянская кухня ​Японская кухня ​Паназиатская кухня ​Европейская кухня ​Авторская кухня ​Заказ столиков ​Заказ навынос ​Винная карта ​Живая музыка ​VIP-зал ​Летняя терраса ​Настольные игры ​До 135 мест ​Суши ​Бургеры ​Лапша wok ​Пельмени ​Рамен ​Паста ​Рис wok ​Поке ​Стейки ​Том-Ям ​Картофель-фри ​Супы ​Блюда на гриле ​Куриные крылышки ​Кофе с собой ​Глинтвейн ​Оплата картой ​Наличный расчёт ​Бары ​Рестораны ​Это моя компания ​Реклама в 2ГИС ↗ ​ЖК Бухар Жырау Тауэрс ​Бульвар Бухар жырау, 27/5 блок 1 ​1 этаж ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Lagmania,кафе,"улица Наурызбай батыра, 50",Пн: 10:00-24:00; Вт: 10:00-24:00; Ср: 10:00-24:00; Чт: 10:00-24:00; Пт: 10:00-24:00; Сб: 10:00-24:00; Вс: 10:00-24:00,4.7,56,43.261164,76.935821,https://2gis.com/firm/70000001071449339,"Лагманные ​Восточная кухня ​Халяльная кухня ​Европейская кухня ​Завтрак ​Заказ столиков ​Летняя терраса ​Столики на улице ​Настольные игры ​Проведение банкетов ​Английский завтрак ​Турецкий завтрак ​Средний чек 3500 тнг. ​До 70 мест ​Пицца ​Стейки ​Картофель-фри ​Лагман ​Салаты ​Супы ​Кофе с собой ​Чай с собой ​Смузи ​Wi-Fi ​Туалет ​Оплата картой ​Наличный расчёт ​Перевод с карты ​Оплата по QR-коду ​Кафе ​Доставка готовых блюд ​Это моя компания ​Реклама в 2ГИС ↗ ​ЖК ARBAT ​Улица Наурызбай батыра, 50 ​1 этаж ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Kelinka Doner,,"проспект Абылай хана, 34",Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,2.8,443,43.267539,76.940119,https://2gis.com/firm/70000001067137817,"Шаурма ​Пицца ​Бургеры ​Хот-доги ​Картофель-фри ​Оплата картой ​Наличный расчёт ​Перевод с карты ​Оплата по QR-коду ​Быстрое питание ​Доставка готовых блюд ​Это моя компания ​Реклама в 2ГИС ↗ ​Проспект Абылай хана, 34 ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Додо Пицца,сеть пиццерий,"улица Кунаева, 41",Пн: 09:00-24:00; Вт: 09:00-24:00; Ср: 09:00-24:00; Чт: 09:00-24:00; Пт: 09:00-24:00; Сб: 09:00-24:00; Вс: 09:00-24:00,4.4,1141,43.263522,76.948758,https://2gis.com/firm/70000001025209348,"Итальянская кухня ​Бизнес-ланч ​Заказ навынос ​Детское меню ​Летняя терраса ​Детский уголок ​Средний чек 2000 тнг. ​Пицца ​Десерты ​Паста ​Салаты ​Оплата картой ​Наличный расчёт ​Пиццерии ​Доставка готовых блюд ​Быстрое питание ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Кунаева, 41 ​1 этаж ​22 филиала ​Это моя компания ​Реклама в 2ГИС ↗"
Zheka`s Doner,сеть кафе быстрого питания,"проспект Абая, 34",Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,4.2,3441,43.24119,76.931701,https://2gis.com/firm/70000001033247673,"Шавермы ​Восточная кухня ​Корейская кухня ​Уйгурская кухня ​Заказ навынос ​Шаурма ​Пицца ​Бургеры ​Блины ​Рамен ​Картофель-фри ​Лагман ​Бельгийские вафли ​Салаты ​Плов ​Это моя компания ​Реклама в 2ГИС ↗ ​Проспект Абая, 34 ​2 этаж ​23 филиала ​Это моя компания ​Реклама в 2ГИС ↗"
SALAM BRO,сеть кафе и киосков быстрого питания,"микрорайон Самал-3, 3а киоск",Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,4.1,463,43.22795,76.960403,https://2gis.com/firm/70000001043560435,"Заказ навынос ​Средний чек 1500 тнг. ​Бургеры ​Хот-доги ​Картофель-фри ​Оплата картой ​Наличный расчёт ​Это моя компания ​Реклама в 2ГИС ↗ ​Микрорайон Самал-3, 3а киоск ​57 филиалов ​Это моя компания ​Реклама в 2ГИС ↗"
Бочонок,ресто-бар,"проспект Назарбаева, 193",Пн: 12:00-01:00; Вт: 12:00-01:00; Ср: 12:00-01:00; Чт: 12:00-01:00; Пт: 12:00-03:00; Сб: 14:00-03:00; Вс: 14:00-01:00,4.5,284,43.239899,76.948292,https://2gis.com/firm/70000001020401745,"Пивной ресторан ​Европейская кухня ​Немецкая кухня ​Авторская кухня ​Бизнес-ланч ​Заказ столиков ​Заказ навынос ​Винная карта ​Меню на английском ​Спортивные трансляции ​VIP-зал ​Летняя терраса ​Кабинки ​Проведение банкетов ​Можно с ноутбуком ​Своя пивоварня ​Средний чек 7000 тнг. ​Бизнес-ланч от 2500 тнг. ​До 330 мест ​Шашлык ​Бургеры ​Стейки ​Супы ​Блюда на гриле ​Куриные крылышки ​Колбаски ​Жареная рыба ​Кофе с собой ​Чай с собой ​Оплата картой ​Наличный расчёт ​Перевод с карты ​Оплата по QR-коду ​Оплата эл. кошельком ​Рестораны ​Бары ​Это моя компания ​Реклама в 2ГИС ↗ ​Проспект Назарбаева, 193 ​1 этаж ​3 филиала ​Это моя компания ​Реклама в 2ГИС ↗"
Coco,,"улица Кунаева, 133",Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00 (служба доставки: пн-вс 10:00-22:30),4.1,234,43.250376,76.950489,https://2gis.com/firm/70000001033046829,"Бургерные ​Мексиканская кухня ​Заказ навынос ​Детское меню ​Меню на английском ​Летняя терраса ​Можно с собакой ​Средний чек 4000 тнг. ​До 50 мест ​Бургеры ​Фалафель ​Картофель-фри ​Салаты ​Супы ​Пита ​Куриные крылышки ​Наггетсы ​Кофе с собой ​Глинтвейн ​Чай с собой ​Молочные коктейли ​Бургеры ​Горячие вторые блюда ​Салаты ​Куриные крылышки ​Супы ​Wi-Fi ​Туалет ​Оплата картой ​Наличный расчёт ​Оплата через банк ​Перевод с карты ​Оплата по QR-коду ​Быстрое питание ​Доставка готовых блюд ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Кунаева, 133 ​1 этаж ​3 филиала ​Это моя компания ​Реклама в 2ГИС ↗"
Free Company,ресторан быстрого питания,"улица Ауэзова, 56а",Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,2.9,32,43.246629,76.903295,https://2gis.com/firm/70000001068855880,"Оплата картой ​Наличный расчёт ​Оплата по QR-коду ​Доставка готовых блюд ​Пиццерии ​Быстрое питание ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Ауэзова, 56а ​13 филиалов ​Это моя компания ​Реклама в 2ГИС ↗"
Ajour cafe,ресторан,"улица Кунаева, 130",Пн: 10:00-24:00; Вт: 10:00-24:00; Ср: 10:00-24:00; Чт: 10:00-24:00; Пт: 10:00-24:00; Сб: 10:00-24:00; Вс: 10:00-24:00,4.6,30,43.249015,76.951207,https://2gis.com/firm/70000001069462306,"Европейская кухня ​Авторская кухня ​Средний чек 12000 тнг. ​Оплата картой ​Наличный расчёт ​Доставка готовых блюд ​Бары ​Рестораны ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Кунаева, 130 ​ ​Это моя компания ​Реклама в 2ГИС ↗"
